Service Request Type,Year,Month,Request Count,lag,Rolling_Mean,Rolling_Std
Towing Impound Complaint,2023,1,4,5,197.33333333333334,333.99750498071444
Traffic Calming,2023,1,2,4,3.6666666666666665,1.5275252350739321
Unauthorized Encampment,2023,1,2701,2,902.3333333333334,1557.691347261497
Wireless or Small Cell Issue,2023,1,3,2701,902.0,1557.979781640315
Abandoned Vehicle/72hr Parking Ordinance,2023,2,3744,3,2149.3333333333335,1930.5497489920658
Animal Noise,2023,2,26,3744,1257.6666666666667,2153.2585384327017
Business Related Complaint,2023,2,7,26,1259.0,2152.094096455822
Clogged Storm Drain,2023,2,151,7,61.333333333333336,78.23255929180046
Damaged Sidewalk,2023,2,77,151,78.33333333333333,72.00925866404218
Dead Animal,2023,2,97,77,108.33333333333333,38.27967258669656
Feedback about the Customer Service Requests Portal,2023,2,2,97,58.666666666666664,50.08326400450648
Found a Pet,2023,2,1,2,33.333333333333336,55.13921774332044
General Inquiry - Animal Shelter,2023,2,65,1,22.666666666666668,36.66515148400986
General Inquiry - City Light,2023,2,200,65,88.66666666666667,101.58904140380915
General Inquiry - Customer Service Bureau,2023,2,1457,200,574.0,767.6737588324924
General Inquiry - Police Department,2023,2,94,1457,583.6666666666666,758.1835749561849
General Inquiry - Public Utilities,2023,2,162,94,571.0,768.051430569599
General Inquiry - Transportation,2023,2,609,162,288.3333333333333,279.77907951336033
Graffiti,2023,2,1547,609,772.6666666666666,706.8566568501277
Illegal Dumping / Needles,2023,2,1595,1547,1250.3333333333333,555.9292520935873
Internet/Cable Issue,2023,2,26,1595,1056.0,892.3289752103781
Overgrown Vegetation,2023,2,220,26,613.6666666666666,855.3773046634686
Parking Enforcement,2023,2,2452,220,899.3333333333334,1348.1429202177853
Parks and Recreation Maintenance,2023,2,672,2452,1114.6666666666667,1180.0090395133998
Pollution Report Form,2023,2,6,672,1043.3333333333333,1264.5731822766672
Pothole,2023,2,1228,6,635.3333333333334,611.8245935996205
Public Garage or Parking Lot Complaint,2023,2,2,1228,412.0,706.6795596308198
Public Litter and Recycling Cans,2023,2,99,2,443.0,681.557774513657
Safe Routes to School,2023,2,2,99,34.333333333333336,56.002976111505625
Scooter or Bike Share Issue,2023,2,228,2,109.66666666666667,113.37695239044498
Street Sign and Traffic Signal Maintenance,2023,2,664,228,298.0,336.50557201926136
Streetlight Maintenance,2023,2,379,664,423.6666666666667,221.4053597665209
Towing Impound Complaint,2023,2,9,379,350.6666666666667,328.41792480518353
Traffic Calming,2023,2,5,9,131.0,214.78361203781768
Unauthorized Encampment,2023,2,2837,5,950.3333333333334,1633.9024858703588
ADA Request (Transportation),2023,3,1,2837,947.6666666666666,1636.211885219435
Abandoned Vehicle/72hr Parking Ordinance,2023,3,4715,1,2517.6666666666665,2373.168627243611
Animal Noise,2023,3,38,4715,1584.6666666666667,2711.011311915414
Business Related Complaint,2023,3,17,38,1590.0,2706.349755667216
Clogged Storm Drain,2023,3,179,17,78.0,88.09653795702995
Damaged Sidewalk,2023,3,60,179,85.33333333333333,83.91861136451008
Dead Animal,2023,3,122,60,120.33333333333333,59.51750442808694
Feedback about the Customer Service Requests Portal,2023,3,1,122,61.0,60.50619802974387
"Feedback about the Find It, Fix It mobile app",2023,3,4,1,42.333333333333336,69.0096611594934
Found a Pet,2023,3,29,4,11.333333333333334,15.37313674395663
General Inquiry - Animal Shelter,2023,3,117,29,50.0,59.35486500713052
General Inquiry - City Light,2023,3,276,117,140.66666666666666,125.18919016171947
General Inquiry - Customer Service Bureau,2023,3,1081,276,491.3333333333333,516.8175048635097
General Inquiry - Police Department,2023,3,120,1081,492.3333333333333,515.7328119611393
General Inquiry - Public Utilities,2023,3,177,120,459.3333333333333,539.1329458800901
General Inquiry - Transportation,2023,3,853,177,383.3333333333333,407.74052206439444
Graffiti,2023,3,1876,853,968.6666666666666,855.3854881475014
Illegal Dumping / Needles,2023,3,1859,1876,1529.3333333333333,585.7835208789453
Internet/Cable Issue,2023,3,34,1859,1256.3333333333333,1058.6058441806074
Lost a Pet,2023,3,35,34,642.6666666666666,1053.3756848025982
Overgrown Vegetation,2023,3,274,35,114.33333333333333,138.27629346112772
Parking Enforcement,2023,3,2697,274,1002.0,1472.7691604593049
Parks and Recreation Maintenance,2023,3,819,2697,1263.3333333333333,1271.1437107319284
Pollution Report Form,2023,3,4,819,1173.3333333333333,1381.0236541541701
Pothole,2023,3,1691,4,838.0,843.6604767322021
Public Garage or Parking Lot Complaint,2023,3,4,1691,566.3333333333334,973.9899041229032
Public Litter and Recycling Cans,2023,3,137,4,610.6666666666666,937.956466651487
Safe Routes to School,2023,3,3,137,48.0,77.07788269026145
Scooter or Bike Share Issue,2023,3,344,3,161.33333333333334,171.79736125256997
Street Sign and Traffic Signal Maintenance,2023,3,747,344,364.6666666666667,372.4303066794434
Streetlight Maintenance,2023,3,362,747,484.3333333333333,227.65397719640924
Towing Complaint - Public Impound,2023,3,6,362,371.6666666666667,370.5945673284273
Towing Impound Complaint,2023,3,10,6,126.0,204.3917806566913
Traffic Calming,2023,3,3,10,6.333333333333333,3.5118845862856265
Unauthorized Encampment,2023,3,3195,3,1069.3333333333333,1840.8846605187782
Wireless or Small Cell Issue,2023,3,4,3195,1067.3333333333333,1842.613451957121
ADA Request (Transportation),2023,4,1,4,1066.6666666666667,1843.1913447424113
Abandoned Vehicle/72hr Parking Ordinance,2023,4,3975,1,1326.6666666666667,2293.524434867293
Animal Noise,2023,4,46,3975,1340.6666666666667,2281.5105376336387
Business Related Complaint,2023,4,20,46,1347.0,2275.9518887709387
Clogged Storm Drain,2023,4,158,20,74.66666666666667,73.33030296778976
Damaged Sidewalk,2023,4,77,158,85.0,69.3469537904471
Dead Animal,2023,4,97,77,110.66666666666667,42.19399641355977
Feedback about the Customer Service Requests Portal,2023,4,2,97,58.666666666666664,50.083264004535366
"Feedback about the Find It, Fix It mobile app",2023,4,2,2,33.666666666666664,54.848275573150204
Found a Pet,2023,4,20,2,8.0,10.392304846141464
General Inquiry - Animal Shelter,2023,4,93,20,38.333333333333336,48.19059382647387
General Inquiry - City Light,2023,4,178,93,97.0,79.07591289396723
General Inquiry - Customer Service Bureau,2023,4,911,178,394.0,449.74770705364523
General Inquiry - Police Department,2023,4,109,911,399.3333333333333,444.4573470349486
General Inquiry - Public Utilities,2023,4,152,109,390.6666666666667,451.1344958361584
General Inquiry - Transportation,2023,4,659,152,306.6666666666667,305.8861443958284
Graffiti,2023,4,1500,659,770.3333333333334,680.8614641271316
Illegal Dumping / Needles,2023,4,1573,1500,1244.0,507.93798834110027
Internet/Cable Issue,2023,4,16,1573,1029.6666666666667,878.619561205724
Lost a Pet,2023,4,32,16,540.3333333333334,894.3513478121132
Overgrown Vegetation,2023,4,241,32,96.33333333333333,125.54016621522962
Parking Enforcement,2023,4,2288,241,853.6666666666666,1246.5569916106285
Parks and Recreation Maintenance,2023,4,696,2288,1075.0,1074.8409184618927
Pollution Report Form,2023,4,6,696,996.6666666666666,1170.3338555016423
Pothole,2023,4,1031,6,577.6666666666666,522.6455140277614
Public Garage or Parking Lot Complaint,2023,4,2,1031,346.3333333333333,592.9420994779719
Public Litter and Recycling Cans,2023,4,136,2,389.6666666666667,559.4375151286733
Safe Routes to School,2023,4,3,136,47.0,77.07788269026597
Scooter or Bike Share Issue,2023,4,423,3,187.33333333333334,214.65398513269315
Street Sign and Traffic Signal Maintenance,2023,4,785,423,403.6666666666667,391.358318339274
Streetlight Maintenance,2023,4,195,785,467.6666666666667,297.52534906011607
Towing Complaint - Public Impound,2023,4,2,195,327.3333333333333,407.92932394392193
Towing Impound Complaint,2023,4,6,2,67.66666666666667,110.2920365817384
Traffic Calming,2023,4,13,6,7.0,5.567764364153028
Unauthorized Encampment,2023,4,3236,13,1085.0,1862.8239315619728
Wireless or Small Cell Issue,2023,4,2,3236,1083.6666666666667,1863.983458438765
ADA Request (Transportation),2023,5,7,2,1081.6666666666667,1865.7090698534269
Abandoned Vehicle/72hr Parking Ordinance,2023,5,4695,7,1568.0,2708.0625915956966
Animal Noise,2023,5,64,4695,1588.6666666666667,2690.314541709451
Business Related Complaint,2023,5,12,64,1590.3333333333333,2688.8459110431254
Clogged Storm Drain,2023,5,118,12,64.66666666666667,53.003144560940946
Damaged Sidewalk,2023,5,88,118,72.66666666666667,54.6382039725679
Dead Animal,2023,5,138,88,114.66666666666667,25.166114784518726
Feedback about the Customer Service Requests Portal,2023,5,2,138,76.0,68.78953408778527
"Feedback about the Find It, Fix It mobile app",2023,5,4,2,48.0,77.94870107971532
Found a Pet,2023,5,28,4,11.333333333333334,14.468356276663318
General Inquiry - Animal Shelter,2023,5,96,28,42.666666666666664,47.72141378195111
General Inquiry - City Light,2023,5,202,96,108.66666666666667,87.6888438363035
General Inquiry - Customer Service Bureau,2023,5,1206,202,501.3333333333333,612.5563919618701
General Inquiry - Police Department,2023,5,104,1206,504.0,609.9213063994492
General Inquiry - Public Utilities,2023,5,167,104,492.3333333333333,618.8556643784916
General Inquiry - Transportation,2023,5,739,167,336.6666666666667,349.8518734169444
Graffiti,2023,5,1705,739,870.3333333333334,777.3656368359365
Illegal Dumping / Needles,2023,5,1936,1705,1460.0,634.9968503858918
Internet/Cable Issue,2023,5,32,1936,1224.3333333333333,1039.030477576735
Lost a Pet,2023,5,62,32,676.6666666666666,1090.71780646203
Nightlife Noise Complaint,2023,5,2,62,32.0,30.000000000242697
Overgrown Vegetation,2023,5,875,2,313.0,487.6299826712999
Parking Enforcement,2023,5,2798,875,1225.0,1430.482086570819
Parks and Recreation Maintenance,2023,5,1146,2798,1606.3333333333333,1040.8709494136797
Pollution Report Form,2023,5,6,1146,1316.6666666666667,1403.8024552383918
Pothole,2023,5,1007,6,719.6666666666666,621.9488189017982
Public Garage or Parking Lot Complaint,2023,5,4,1007,339.0,578.5058340241794
Public Litter and Recycling Cans,2023,5,174,4,395.0,536.7802157308063
Scooter or Bike Share Issue,2023,5,448,174,208.66666666666666,224.02083236463906
Street Sign Maintenance,2023,5,47,448,223.0,204.94145505488214
Street Sign and Traffic Signal Maintenance,2023,5,868,47,454.3333333333333,410.5366406708952
Streetlight Maintenance,2023,5,194,868,369.6666666666667,437.78343199959545
Towing Complaint - Public Impound,2023,5,5,194,355.6666666666667,453.64560323378487
Towing Impound Complaint,2023,5,8,5,69.0,108.26356727918005
Traffic Calming,2023,5,6,8,6.333333333333333,1.527525236251287
Traffic Signal Maintenance,2023,5,13,6,9.0,3.6055512774095626
Unauthorized Encampment,2023,5,3294,13,1104.3333333333333,1896.310189112883
ADA Request (Transportation),2023,6,13,3294,1106.6666666666667,1894.2862332111636
Abandoned Vehicle/72hr Parking Ordinance,2023,6,4633,13,2646.6666666666665,2377.052867172568
Animal Noise,2023,6,52,4633,1566.0,2656.171492957486
Business Related Complaint,2023,6,14,52,1566.3333333333333,2655.879201570232
Clogged Storm Drain,2023,6,116,14,60.666666666666664,51.5493291260443
Damaged Sidewalk,2023,6,79,116,69.66666666666667,51.63655036255979
Dead Animal,2023,6,122,79,105.66666666666667,23.288051299860015
Feedback about the Customer Service Requests Portal,2023,6,3,122,68.0,60.25777958082966
"Feedback about the Find It, Fix It mobile app",2023,6,1,3,42.0,69.28924880536692
Found a Pet,2023,6,32,1,12.0,17.349351573250754
General Inquiry - Animal Shelter,2023,6,91,32,41.333333333333336,45.720163312759276
General Inquiry - City Light,2023,6,186,91,103.0,77.6981338257979
General Inquiry - Customer Service Bureau,2023,6,1115,186,464.0,565.7799925766277
General Inquiry - Police Department,2023,6,109,1115,470.0,559.9116001656055
General Inquiry - Public Utilities,2023,6,170,109,464.6666666666667,564.0304365309928
General Inquiry - Transportation,2023,6,660,170,313.0,302.05463082033697
Graffiti,2023,6,1855,660,895.0,866.7323693043925
Illegal Dumping / Needles,2023,6,1667,1855,1394.0,642.5752874177485
Internet/Cable Issue,2023,6,33,1667,1185.0,1002.0798371387399
Lost a Pet,2023,6,45,33,581.6666666666666,939.9453884845337
Nightlife Noise Complaint,2023,6,1,45,26.333333333333332,22.744962812567184
Overgrown Vegetation,2023,6,1134,1,393.3333333333333,641.8133165752658
Parking Enforcement,2023,6,2682,1134,1272.3333333333333,1345.8426109071358
Parks and Recreation Maintenance,2023,6,1099,2682,1638.3333333333333,904.0112462427298
Pollution Report Form,2023,6,4,1099,1261.6666666666667,1346.3901118670385
Pothole,2023,6,591,4,564.6666666666666,547.9747561095692
Public Garage or Parking Lot Complaint,2023,6,7,591,200.66666666666666,338.0419106166345
Public Litter and Recycling Cans,2023,6,187,7,261.6666666666667,299.0741268203323
Scooter or Bike Share Issue,2023,6,513,187,235.66666666666666,256.48651686461886
Street Sign Maintenance,2023,6,588,513,429.3333333333333,213.19083782691717
Streetlight Maintenance,2023,6,208,588,436.3333333333333,201.26682124320155
Towing Complaint - Public Impound,2023,6,5,208,267.0,295.9442515069533
Towing Impound Complaint,2023,6,20,5,77.66666666666667,113.12087929885293
Traffic Calming,2023,6,11,20,12.0,7.549834436120774
Traffic Signal Maintenance,2023,6,329,11,120.0,181.055240189319
Unauthorized Encampment,2023,6,3599,329,1313.0,1986.1087583513654
ADA Request (Transportation),2023,7,5,3599,1311.0,1988.0774632795378
Abandoned Vehicle/72hr Parking Ordinance,2023,7,4699,5,2767.6666666666665,2454.9430407513178
Animal Noise,2023,7,65,4699,1589.6666666666667,2692.928764994227
Business Related Complaint,2023,7,30,65,1598.0,2685.601794756624
Clogged Storm Drain,2023,7,99,30,64.66666666666667,34.501207708463326
Damaged Sidewalk,2023,7,102,99,77.0,40.730823708944456
Dead Animal,2023,7,146,102,115.66666666666667,26.31222782932265
Feedback about the Customer Service Requests Portal,2023,7,2,146,83.33333333333333,73.79250187751057
"Feedback about the Find It, Fix It mobile app",2023,7,3,2,50.333333333333336,82.85127237008874
Found a Pet,2023,7,36,3,13.666666666666666,19.34769581482196
General Inquiry - Animal Shelter,2023,7,79,36,39.333333333333336,38.109491381317376
General Inquiry - City Light,2023,7,197,79,104.0,83.36066218552325
General Inquiry - Customer Service Bureau,2023,7,1422,197,566.0,743.661885536704
General Inquiry - Police Department,2023,7,123,1422,580.6666666666666,729.5548871286786
General Inquiry - Public Utilities,2023,7,152,123,565.6666666666666,741.7481603167878
General Inquiry - Transportation,2023,7,803,152,359.3333333333333,384.50010836583726
Graffiti,2023,7,2415,803,1123.3333333333333,1165.0117309852874
Illegal Dumping / Needles,2023,7,2193,2415,1803.6666666666667,873.6826273500757
Internet/Cable Issue,2023,7,34,2193,1547.3333333333333,1315.2772838201581
Lost a Pet,2023,7,49,34,758.6666666666666,1242.1917457998734
Overgrown Vegetation,2023,7,870,49,317.6666666666667,478.39349215195193
Parking Enforcement,2023,7,2690,870,1203.0,1351.6238382035149
Parks and Recreation Maintenance,2023,7,1288,2690,1616.0,953.3037291440747
Pollution Report Form,2023,7,7,1288,1328.3333333333333,1341.9546688816781
Pothole,2023,7,530,7,608.3333333333334,644.0825516448483
Public Garage or Parking Lot Complaint,2023,7,4,530,180.33333333333334,302.82393124279525
Public Litter and Recycling Cans,2023,7,232,4,255.33333333333334,263.7751567781559
Safe Routes to School,2023,7,1,232,79.0,132.51037695217852
Scooter or Bike Share Issue,2023,7,523,1,252.0,261.5740812848387
Street Sign Maintenance,2023,7,589,523,371.0,322.12419964977283
Streetlight Maintenance,2023,7,188,589,433.3333333333333,215.0124027430504
Towing Complaint - Public Impound,2023,7,3,188,260.0,299.5613459710838
Towing Impound Complaint,2023,7,5,3,65.33333333333333,106.2371560864741
Traffic Calming,2023,7,15,5,7.666666666666667,6.429100508017904
Traffic Signal Maintenance,2023,7,280,15,100.0,155.96473960484892
Unauthorized Encampment,2023,7,3909,280,1401.3333333333333,2175.741329600864
ADA Request (Transportation),2023,8,5,3909,1398.0,2178.932536817054
Abandoned Vehicle/72hr Parking Ordinance,2023,8,5144,5,3019.3333333333335,2682.5287199456648
Animal Noise,2023,8,81,5144,1743.3333333333333,2945.30886891907
Business Related Complaint,2023,8,20,81,1748.3333333333333,2940.8917581803876
Clogged Storm Drain,2023,8,109,20,70.0,45.50824101199143
Damaged Sidewalk,2023,8,102,109,77.0,49.48737212668972
Dead Animal,2023,8,108,102,106.33333333333333,3.785938897904576
"Feedback about the Find It, Fix It mobile app",2023,8,4,108,71.33333333333333,58.38949677244038
Found a Pet,2023,8,34,4,48.666666666666664,53.5288084431078
General Inquiry - Animal Shelter,2023,8,95,34,44.333333333333336,46.37168676400449
General Inquiry - City Light,2023,8,190,95,106.33333333333333,78.61509609062796
General Inquiry - Customer Service Bureau,2023,8,1590,190,625.0,837.0633189908651
General Inquiry - Police Department,2023,8,164,1590,648.0,815.8995036154898
General Inquiry - Public Utilities,2023,8,200,164,651.3333333333334,813.1084388526145
General Inquiry - Transportation,2023,8,785,200,383.0,348.60722884071697
Graffiti,2023,8,2219,785,1068.0,1038.8248168002153
Illegal Dumping / Needles,2023,8,2818,2219,1940.6666666666667,1044.688629847827
Internet/Cable Issue,2023,8,21,2818,1686.0,1472.708049818428
Lost a Pet,2023,8,46,21,961.6666666666666,1607.6804201498921
Overgrown Vegetation,2023,8,686,46,251.0,376.9283751589998
Parking Enforcement,2023,8,2794,686,1175.3333333333333,1437.8669386745537
Parks and Recreation Maintenance,2023,8,1238,2794,1572.6666666666667,1093.122743946594
Pollution Report Form,2023,8,9,1238,1347.0,1395.6958837798436
Pothole,2023,8,542,9,596.3333333333334,616.2988993445751
Public Garage or Parking Lot Complaint,2023,8,12,542,187.66666666666666,306.86533419944413
Public Litter and Recycling Cans,2023,8,229,12,261.0,266.4451162997793
Scooter or Bike Share Issue,2023,8,501,229,247.33333333333334,245.01496552932497
Street Sign Maintenance,2023,8,596,501,442.0,190.4809701781314
Streetlight Maintenance,2023,8,191,596,429.3333333333333,211.79785960518007
Towing Complaint - Public Impound,2023,8,5,191,264.0,302.18702817957444
Towing Impound Complaint,2023,8,11,5,69.0,105.69768209380806
Traffic Calming,2023,8,2,11,6.0,4.5825756953889965
Traffic Signal Maintenance,2023,8,314,2,109.0,177.5922295597517
Unauthorized Encampment,2023,8,4446,314,1587.3333333333333,2480.588102312299
ADA Request (Transportation),2023,9,9,4446,1589.6666666666667,2478.3535529325377
Abandoned Vehicle/72hr Parking Ordinance,2023,9,4254,9,2903.0,2508.115427965785
Animal Noise,2023,9,55,4254,1439.3333333333333,2437.6813436816005
Business Related Complaint,2023,9,21,55,1443.3333333333333,2434.1680988241824
Clogged Storm Drain,2023,9,244,21,106.66666666666667,120.14297038670766
Damaged Sidewalk,2023,9,70,244,111.66666666666667,117.19357206494425
Dead Animal,2023,9,156,70,156.66666666666666,87.00191568776526
Feedback about the Customer Service Requests Portal,2023,9,3,156,76.33333333333333,76.69637105718556
"Feedback about the Find It, Fix It mobile app",2023,9,2,3,53.666666666666664,88.62467677425755
Found a Pet,2023,9,30,2,11.666666666666666,15.88500341019394
General Inquiry - Animal Shelter,2023,9,106,30,46.0,53.8144961883723
General Inquiry - City Light,2023,9,191,106,109.0,80.54191455390148
General Inquiry - Customer Service Bureau,2023,9,1402,191,566.3333333333334,724.9554009270768
General Inquiry - Police Department,2023,9,113,1402,568.6666666666666,722.7408479761875
General Inquiry - Public Utilities,2023,9,198,113,571.0,720.920938799814
General Inquiry - Transportation,2023,9,763,198,358.0,353.30581653859946
Graffiti,2023,9,1822,763,927.6666666666666,824.4272759518188
Illegal Dumping / Needles,2023,9,2519,1822,1701.3333333333333,884.1969991655322
Internet/Cable Issue,2023,9,17,2519,1452.6666666666667,1291.2421668042496
Lost a Pet,2023,9,60,17,865.3333333333334,1432.2787205475533
Overgrown Vegetation,2023,9,554,60,210.33333333333334,298.3996201963738
Parking Enforcement,2023,9,2545,554,1053.0,1315.5063663852038
Parks and Recreation Maintenance,2023,9,1011,2545,1370.0,1042.9194599776154
Pollution Report Form,2023,9,2,1011,1186.0,1280.500292854321
Pothole,2023,9,521,2,511.3333333333333,504.5694534287018
Public Garage or Parking Lot Complaint,2023,9,2,521,175.0,299.6447897094281
Public Litter and Recycling Cans,2023,9,210,2,244.33333333333334,261.1978815636535
Safe Routes to School,2023,9,1,210,71.0,120.37856952135616
Scooter or Bike Share Issue,2023,9,434,1,215.0,216.5432982107901
Street Sign Maintenance,2023,9,539,434,324.6666666666667,285.1777223650892
Streetlight Maintenance,2023,9,297,539,423.3333333333333,121.35210477506911
Towing Complaint - Public Impound,2023,9,12,297,282.6666666666667,263.79221621067614
Towing Impound Complaint,2023,9,13,12,107.33333333333333,164.25691258921506
Traffic Signal Maintenance,2023,9,257,13,94.0,141.16302632066154
Unauthorized Encampment,2023,9,4379,257,1549.6666666666667,2453.309873076235
ADA Request (Transportation),2023,10,2,4379,1546.0,2456.760672104631
Abandoned Vehicle/72hr Parking Ordinance,2023,10,4217,2,2866.0,2481.61902797347
Animal Noise,2023,10,46,4217,1421.6666666666667,2420.929642375699
Business Related Complaint,2023,10,15,46,1426.0,2417.126599911556
Clogged Storm Drain,2023,10,228,15,96.33333333333333,115.07533764164485
Damaged Sidewalk,2023,10,90,228,111.0,108.04165863223848
Dead Animal,2023,10,138,90,152.0,70.05711955258315
Feedback about the Customer Service Requests Portal,2023,10,3,138,77.0,68.43244844374149
"Feedback about the Find It, Fix It mobile app",2023,10,6,3,49.0,77.09085548886775
Found a Pet,2023,10,33,6,14.0,16.522711642030213
General Inquiry - Animal Shelter,2023,10,99,33,46.0,47.843494855680284
General Inquiry - City Light,2023,10,203,99,111.66666666666667,85.70492012328394
General Inquiry - Customer Service Bureau,2023,10,1450,203,584.0,751.7785578213857
General Inquiry - Police Department,2023,10,113,1450,588.6666666666666,747.2926691285925
General Inquiry - Public Utilities,2023,10,156,113,573.0,759.8085285122843
General Inquiry - Transportation,2023,10,789,156,352.6666666666667,378.48689981733486
Graffiti,2023,10,1918,789,954.3333333333334,892.5594284602757
Illegal Dumping / Needles,2023,10,1797,1918,1501.3333333333333,619.8583171445965
Internet/Cable Issue,2023,10,25,1797,1246.6666666666667,1059.7227624871198
Lost a Pet,2023,10,52,25,624.6666666666666,1015.3601988128822
Overgrown Vegetation,2023,10,498,52,191.66666666666666,265.63571547014897
Parking Enforcement,2023,10,2633,498,1061.0,1379.5350666075872
Parks and Recreation Maintenance,2023,10,887,2633,1339.3333333333333,1137.1061222829346
Pollution Report Form,2023,10,5,887,1175.0,1337.4617751547144
Pothole,2023,10,733,5,541.6666666666666,471.10225358549843
Public Garage or Parking Lot Complaint,2023,10,8,733,248.66666666666666,419.44765267353256
Public Litter and Recycling Cans,2023,10,218,8,319.6666666666667,373.0393187498285
Safe Routes to School,2023,10,1,218,75.66666666666667,123.31396244277104
Scooter or Bike Share Issue,2023,10,466,1,228.33333333333334,232.67215848342607
Street Sign Maintenance,2023,10,461,466,309.3333333333333,267.03620228975734
Streetlight Maintenance,2023,10,409,461,445.3333333333333,31.564748269797157
Towing Complaint - Public Impound,2023,10,8,409,292.6666666666667,247.8958114477457
Towing Impound Complaint,2023,10,8,8,141.66666666666666,231.5174579450476
Traffic Signal Maintenance,2023,10,206,8,74.0,114.31535329956262
Unauthorized Encampment,2023,10,3906,206,1373.3333333333333,2195.586785652831
Wireless or Small Cell Issue,2023,10,1,3906,1371.0,2197.7659111015437
ADA Request (Transportation),2023,11,4,1,1303.6666666666667,2253.6872749637055
Abandoned Vehicle/72hr Parking Ordinance,2023,11,3498,4,1167.6666666666667,2018.1284233995946
Animal Noise,2023,11,43,3498,1181.6666666666667,2006.0982860601155
Business Related Complaint,2023,11,7,43,1182.6666666666667,2005.218275732927
Clogged Storm Drain,2023,11,581,7,210.33333333333334,321.5110158817834
Damaged Sidewalk,2023,11,64,581,217.33333333333334,316.2314553192588
Dead Animal,2023,11,128,64,257.6666666666667,281.837423585542
Feedback about the Customer Service Requests Portal,2023,11,2,128,64.66666666666667,63.00264544713123
"Feedback about the Find It, Fix It mobile app",2023,11,1,2,43.666666666666664,73.03652054511498
Found a Pet,2023,11,25,1,9.333333333333334,13.576941236417227
General Inquiry - Animal Shelter,2023,11,87,25,37.666666666666664,44.37717130842189
General Inquiry - City Light,2023,11,214,87,108.66666666666667,96.34486666832211
General Inquiry - Customer Service Bureau,2023,11,1271,214,524.0,650.0299993077257
General Inquiry - Police Department,2023,11,94,1271,526.3333333333334,647.6853660021471
General Inquiry - Public Utilities,2023,11,132,94,499.0,668.8415357915521
General Inquiry - Transportation,2023,11,828,132,351.3333333333333,413.2424631294997
Graffiti,2023,11,1427,828,795.6666666666666,648.1051869359898
Illegal Dumping / Needles,2023,11,1547,1427,1267.3333333333333,385.17571747623515
Internet/Cable Issue,2023,11,16,1547,996.6666666666666,851.3990447101368
Lost a Pet,2023,11,34,16,532.3333333333334,878.7731978920017
Overgrown Vegetation,2023,11,320,34,123.33333333333333,170.55595367308817
Parking Enforcement,2023,11,2310,320,888.0,1239.762880554181
Parks and Recreation Maintenance,2023,11,778,2310,1136.0,1042.1842447475397
Pollution Report Form,2023,11,3,778,1030.3333333333333,1174.0171776142515
Pothole,2023,11,734,3,505.0,435.30104525489196
Public Garage or Parking Lot Complaint,2023,11,4,734,247.0,421.7546680239619
Public Litter and Recycling Cans,2023,11,163,4,300.3333333333333,383.8884386554712
Scooter or Bike Share Issue,2023,11,308,163,158.33333333333334,152.0537185777971
Snow and Ice,2023,11,2,308,157.66666666666666,153.06970089908688
Street Sign Maintenance,2023,11,515,2,275.0,258.0871945680417
Streetlight Maintenance,2023,11,414,515,310.3333333333333,271.7578579054071
Towing Complaint - Public Impound,2023,11,7,414,312.0,268.92192175425583
Towing Impound Complaint,2023,11,16,7,145.66666666666666,232.4270494872229
Traffic Signal Maintenance,2023,11,200,16,74.33333333333333,108.92352056987593
Unauthorized Encampment,2023,11,2807,200,1007.6666666666666,1560.9818491364124
Wireless or Small Cell Issue,2023,11,3,2807,1003.3333333333334,1565.123743776617
ADA Request (Transportation),2023,12,1,3,937.0,1619.4678138203305
Abandoned Vehicle/72hr Parking Ordinance,2023,12,3298,1,1100.6666666666667,1902.9467499994141
Animal Noise,2023,12,26,3298,1108.3333333333333,1896.3481572046135
Business Related Complaint,2023,12,14,26,1112.6666666666667,1892.5636933359292
Clogged Storm Drain,2023,12,538,14,192.66666666666666,299.1276204788466
Damaged Sidewalk,2023,12,48,538,200.0,293.2098224821323
Dead Animal,2023,12,79,48,221.66666666666666,274.3908404690958
Feedback about the Customer Service Requests Portal,2023,12,3,79,43.333333333333336,38.21430796622435
Found a Pet,2023,12,19,3,33.666666666666664,40.066611203562914
General Inquiry - Animal Shelter,2023,12,70,19,30.666666666666668,34.9904748944264
General Inquiry - City Light,2023,12,176,70,88.33333333333333,80.08953323211013
General Inquiry - Customer Service Bureau,2023,12,1047,176,431.0,536.0979388134249
General Inquiry - Police Department,2023,12,75,1047,432.6666666666667,534.4196228932242
General Inquiry - Public Utilities,2023,12,157,75,426.3333333333333,539.0745155665735
General Inquiry - Transportation,2023,12,717,157,316.3333333333333,349.4013928611853
Graffiti,2023,12,1509,717,794.3333333333334,679.3094532930737
Illegal Dumping / Needles,2023,12,1564,1509,1263.3333333333333,473.9370562989699
Internet/Cable Issue,2023,12,25,1564,1032.6666666666667,873.0981235424422
Lost a Pet,2023,12,25,25,538.0,888.5420642828353
Nightlife Noise Complaint,2023,12,1,25,17.0,13.85640646069903
Overgrown Vegetation,2023,12,233,1,86.33333333333333,127.58265294834247
Parking Enforcement,2023,12,2046,233,760.0,1119.7334504246987
Parks and Recreation Maintenance,2023,12,687,2046,988.6666666666666,943.3951098735533
Pollution Report Form,2023,12,4,687,912.3333333333334,1039.4817619051016
Pothole,2023,12,1097,4,596.0,552.1530584901275
Public Garage or Parking Lot Complaint,2023,12,4,1097,368.3333333333333,631.0438442242634
